"Time","Fridge (Kitchen, 180l)","Halogen lamp 1 (0,5kW)","Power supply for wood boiler ()","Site consumption ()","Total site light consumption ()","Vertical freezer (Cellar, 145l)","Washing machine ()","Water heater ()"
"1998-10-11 17:20:00.0","10","0","6","136","12","17","0","0"
"1998-10-11 17:30:00.0","0","0","6","160","1","4","0","35"
"1998-10-11 17:40:00.0","0","0","7","124","3","0","0","0"
"1998-10-11 17:50:00.0","0","0","6","165","8","0","0","39"
"1998-10-11 18:00:00.0","0","0","7","127","7","0","0","0"
"1998-10-11 18:10:00.0","0","0","6","143","7","18","0","0"
"1998-10-11 18:20:00.0","0","0","6","178","8","18","0","39"
"1998-10-11 18:30:00.0","2","0","6","146","30","4","0","0"
"1998-10-11 18:40:00.0","14","0","7","203","32","0","0","47"
"1998-10-11 18:50:00.0","12","0","6","360","40","0","0","193"
"1998-10-11 19:00:00.0","12","0","5","379","47","0","0","134"
"1998-10-11 19:10:00.0","12","0","6","391","40","19","0","126"
"1998-10-11 19:20:00.0","4","0","5","382","40","17","0","150"
"1998-10-11 19:30:00.0","0","0","7","261","40","4","0","107"
"1998-10-11 19:40:00.0","0","0","6","201","42","0","0","48"
"1998-10-11 19:50:00.0","0","0","6","252","41","0","0","100"
"1998-10-11 20:00:00.0","0","0","7","170","41","1","0","12"
"1998-10-11 20:10:00.0","7","0","6","172","36","20","0","0"
"1998-10-11 20:20:00.0","13","0","7","168","31","17","0","0"
"1998-10-11 20:30:00.0","12","0","6","156","32","3","0","0"
"1998-10-11 20:40:00.0","12","0","7","152","31","0","0","0"
"1998-10-11 20:50:00.0","12","0","6","141","27","0","0","0"
"1998-10-11 21:00:00.0","9","0","6","136","24","2","0","0"
"1998-10-11 21:10:00.0","0","0","7","143","24","20","0","0"
"1998-10-11 21:20:00.0","0","0","6","141","24","18","0","0"
"1998-10-11 21:30:00.0","0","0","7","128","25","0","0","0"
"1998-10-11 21:40:00.0","0","0","6","128","24","0","0","0"
"1998-10-11 21:50:00.0","0","0","7","127","25","0","0","0"
"1998-10-11 22:00:00.0","1","0","6","133","24","4","0","0"
"1998-10-11 22:10:00.0","14","0","7","145","10","19","0","0"
"1998-10-11 22:20:00.0","13","0","7","133","0","17","0","0"
"1998-10-11 22:30:00.0","12","0","6","111","0","0","0","0"
"1998-10-11 22:40:00.0","12","0","6","111","0","0","0","0"
"1998-10-11 22:50:00.0","4","0","7","105","0","0","0","0"
"1998-10-11 23:00:00.0","0","0","6","107","0","6","0","0"
"1998-10-11 23:10:00.0","0","0","7","116","0","19","0","0"
"1998-10-11 23:20:00.0","0","0","6","114","0","15","0","0"
"1998-10-11 23:30:00.0","0","0","7","101","0","0","0","0"
"1998-10-11 23:40:00.0","0","0","6","101","0","0","0","0"
"1998-10-11 23:50:00.0","2","0","7","103","0","0","0","0"
"1998-10-12 00:00:00.0","14","0","6","119","0","7","0","0"
"1998-10-12 00:10:00.0","12","0","6","125","0","19","0","0"
"1998-10-12 00:20:00.0","13","0","7","121","0","13","0","0"
"1998-10-12 00:30:00.0","11","0","6","109","0","0","0","0"
"1998-10-12 00:40:00.0","2","0","7","101","0","0","0","0"
"1998-10-12 00:50:00.0","0","0","6","100","0","0","0","0"
"1998-10-12 01:00:00.0","0","0","7","109","0","8","0","0"
"1998-10-12 01:10:00.0","0","0","6","117","0","19","0","0"
"1998-10-12 01:20:00.0","0","0","7","112","0","13","0","0"
"1998-10-12 01:30:00.0","0","0","6","102","0","0","0","0"
"1998-10-12 01:40:00.0","0","0","7","69","0","0","0","0"
"1998-10-12 01:50:00.0","14","0","6","108","0","0","0","0"
"1998-10-12 02:00:00.0","12","0","7","121","0","10","0","0"
"1998-10-12 02:10:00.0","13","0","6","127","0","18","0","0"
"1998-10-12 02:20:00.0","12","0","7","120","0","12","0","0"
"1998-10-12 02:30:00.0","2","0","6","104","0","0","0","0"
"1998-10-12 02:40:00.0","0","0","7","63","0","0","0","0"
"1998-10-12 02:50:00.0","0","0","7","102","0","0","0","0"
"1998-10-12 03:00:00.0","0","0","6","113","0","11","0","0"
"1998-10-12 03:10:00.0","0","0","7","121","0","19","0","0"
"1998-10-12 03:20:00.0","0","0","7","113","0","11","0","0"
"1998-10-12 03:30:00.0","0","0","6","104","0","0","0","0"
"1998-10-12 03:40:00.0","10","0","7","111","0","0","0","0"
"1998-10-12 03:50:00.0","13","0","7","112","0","0","0","0"
"1998-10-12 04:00:00.0","12","0","6","122","0","12","0","0"
"1998-10-12 04:10:00.0","12","0","7","126","0","18","0","0"
"1998-10-12 04:20:00.0","8","0","6","115","0","11","0","0"
"1998-10-12 04:30:00.0","0","0","7","101","0","0","0","0"
"1998-10-12 04:40:00.0","0","0","6","100","0","0","0","0"
"1998-10-12 04:50:00.0","0","0","7","99","0","0","0","0"
"1998-10-12 05:00:00.0","0","0","6","110","0","11","0","0"
"1998-10-12 05:10:00.0","0","0","7","118","0","19","0","0"
"1998-10-12 05:20:00.0","0","0","6","112","0","11","0","0"
"1998-10-12 05:30:00.0","0","0","7","101","0","0","0","0"
"1998-10-12 05:40:00.0","14","0","6","112","0","0","0","0"
"1998-10-12 05:50:00.0","12","0","7","111","0","0","0","0"
"1998-10-12 06:00:00.0","13","0","7","122","0","10","0","0"
"1998-10-12 06:10:00.0","12","0","6","126","0","19","0","0"
"1998-10-12 06:20:00.0","2","0","7","115","0","12","0","0"
"1998-10-12 06:30:00.0","0","0","6","103","0","0","0","0"
"1998-10-12 06:40:00.0","0","0","7","102","0","0","0","0"
"1998-10-12 06:50:00.0","0","0","7","100","0","0","0","0"
"1998-10-12 07:00:00.0","0","0","6","110","0","10","0","0"
"1998-10-12 07:10:00.0","0","0","7","115","0","18","0","0"
"1998-10-12 07:20:00.0","0","0","6","114","0","13","0","0"
"1998-10-12 07:30:00.0","3","0","6","115","8","0","0","0"
"1998-10-12 07:40:00.0","14","0","7","172","49","0","0","0"
"1998-10-12 07:50:00.0","12","0","6","209","87","0","0","0"
"1998-10-12 08:00:00.0","12","0","6","206","74","9","0","0"
"1998-10-12 08:10:00.0","12","0","7","152","20","18","0","0"
"1998-10-12 08:20:00.0","2","0","6","81","0","14","0","0"
"1998-10-12 08:30:00.0","0","0","7","92","0","0","0","0"
"1998-10-12 08:40:00.0","0","0","6","100","0","0","0","0"
"1998-10-12 08:50:00.0","0","0","7","100","0","0","0","0"
"1998-10-12 09:00:00.0","0","0","6","69","0","8","0","0"
"1998-10-12 09:10:00.0","0","0","7","115","0","19","0","0"
"1998-10-12 09:20:00.0","0","0","6","112","0","14","0","0"
"1998-10-12 09:30:00.0","1","0","6","101","0","0","0","0"
"1998-10-12 09:40:00.0","14","0","7","111","0","0","0","0"
"1998-10-12 09:50:00.0","13","0","6","109","0","0","0","0"
"1998-10-12 10:00:00.0","12","0","7","118","0","8","0","0"
"1998-10-12 10:10:00.0","12","0","6","142","18","19","0","0"
"1998-10-12 10:20:00.0","2","0","7","308","7","14","189","0"
"1998-10-12 10:30:00.0","0","0","6","167","0","0","65","0"
"1998-10-12 10:40:00.0","0","0","7","109","0","0","10","0"
"1998-10-12 10:50:00.0","0","0","6","109","0","0","8","0"
"1998-10-12 11:00:00.0","0","0","6","154","11","8","40","0"
"1998-10-12 11:10:00.0","0","0","7","133","18","18","0","0"
"1998-10-12 11:20:00.0","2","0","6","107","8","16","0","0"
"1998-10-12 11:30:00.0","14","0","7","94","7","0","0","0"
"1998-10-12 11:40:00.0","12","0","6","117","7","0","0","0"
"1998-10-12 11:50:00.0","13","0","7","92","13","0","0","0"
"1998-10-12 12:00:00.0","12","0","7","144","14","7","0","0"
"1998-10-12 12:10:00.0","6","0","6","130","15","19","0","0"
"1998-10-12 12:20:00.0","0","0","7","140","14","16","0","0"
"1998-10-12 12:30:00.0","0","0","7","81","14","0","0","0"
"1998-10-12 12:40:00.0","0","0","6","116","12","0","0","0"
"1998-10-12 12:50:00.0","0","0","7","70","8","0","0","0"
"1998-10-12 13:00:00.0","0","0","7","117","8","6","0","0"
"1998-10-12 13:10:00.0","0","0","7","208","14","19","107","0"
"1998-10-12 13:20:00.0","14","0","6","471","0","17","352","0"
"1998-10-12 13:30:00.0","13","0","6","460","11","0","349","0"
"1998-10-12 13:40:00.0","12","0","6","139","11","0","29","0"
"1998-10-12 13:50:00.0","12","0","7","271","0","0","174","0"
"1998-10-12 14:00:00.0","7","0","6","277","0","4","173","0"
"1998-10-12 14:10:00.0","0","0","7","109","0","19","10","0"
"1998-10-12 14:20:00.0","0","0","6","109","0","18","9","0"
"1998-10-12 14:30:00.0","0","0","7","151","9","1","40","0"
"1998-10-12 14:40:00.0","0","0","6","69","11","0","0","0"
"1998-10-12 14:50:00.0","0","0","7","27","9","0","0","0"
"1998-10-12 15:00:00.0","0","0","7","21","0","4","0","0"
"1998-10-12 15:10:00.0","0","0","6","37","2","19","0","0"
"1998-10-12 15:20:00.0","11","0","7","210","7","18","159","0"
"1998-10-12 15:30:00.0","13","0","6","384","0","1","351","0"
"1998-10-12 15:40:00.0","12","0","6","369","0","0","332","0"
"1998-10-12 15:50:00.0","12","0","6","325","0","0","286","0"
"1998-10-12 16:00:00.0","11","0","7","281","0","4","62","0"
"1998-10-12 16:10:00.0","0","0","6","379","4","19","9","0"
"1998-10-12 16:20:00.0","0","0","6","368","1","17","11","0"
"1998-10-12 16:30:00.0","0","0","7","199","0","1","35","0"
"1998-10-12 16:40:00.0","0","0","6","181","0","0","0","0"
"1998-10-12 16:50:00.0","0","0","7","181","0","0","0","0"
"1998-10-12 17:00:00.0","0","0","7","35","7","4","0","0"
"1998-10-12 17:10:00.0","12","0","6","73","28","20","0","0"
"1998-10-12 17:20:00.0","13","0","7","77","26","17","0","0"
"1998-10-12 17:30:00.0","12","0","7","39","0","1","0","0"
"1998-10-12 17:40:00.0","12","0","6","37","0","0","0","0"
"1998-10-12 17:50:00.0","6","0","7","32","0","0","0","0"
"1998-10-12 18:00:00.0","0","0","6","33","0","5","0","0"
"1998-10-12 18:10:00.0","0","0","7","45","0","19","0","0"
"1998-10-12 18:20:00.0","0","0","6","52","10","18","0","0"
"1998-10-12 18:30:00.0","0","0","7","41","14","0","0","0"
"1998-10-12 18:40:00.0","0","0","6","51","23","0","0","0"
"1998-10-12 18:50:00.0","8","0","7","52","18","0","0","0"
"1998-10-12 19:00:00.0","13","0","6","90","42","5","0","0"
"1998-10-12 19:10:00.0","13","0","6","103","45","19","0","0"
"1998-10-12 19:20:00.0","12","0","6","87","31","18","0","0"
"1998-10-12 19:30:00.0","12","0","6","77","31","0","0","0"
"1998-10-12 19:40:00.0","12","0","6","82","31","0","0","0"
"1998-10-12 19:50:00.0","11","0","7","81","31","0","0","0"
"1998-10-12 20:00:00.0","4","0","6","74","31","6","0","0"
"1998-10-12 20:10:00.0","0","0","6","74","31","19","0","0"
"1998-10-12 20:20:00.0","0","0","6","64","23","17","0","0"
"1998-10-12 20:30:00.0","0","0","7","48","21","0","0","0"
"1998-10-12 20:40:00.0","0","0","6","49","22","0","0","0"
"1998-10-12 20:50:00.0","0","0","7","59","32","0","0","0"
"1998-10-12 21:00:00.0","6","0","6","60","21","6","0","0"
"1998-10-12 21:10:00.0","13","0","7","75","22","19","0","0"
"1998-10-12 21:20:00.0","13","0","6","71","21","15","0","0"
"1998-10-12 21:30:00.0","12","0","7","59","22","0","0","0"
"1998-10-12 21:40:00.0","12","0","6","71","31","0","0","0"
"1998-10-12 21:50:00.0","0","0","7","49","22","0","0","0"
"1998-10-12 22:00:00.0","0","0","6","58","21","9","0","0"
"1998-10-12 22:10:00.0","0","0","7","65","22","19","0","0"
"1998-10-12 22:20:00.0","0","0","6","60","22","13","0","0"
"1998-10-12 22:30:00.0","0","0","7","66","37","0","0","0"
"1998-10-12 22:40:00.0","4","0","7","62","25","0","0","0"
"1998-10-12 22:50:00.0","14","0","6","64","25","0","0","0"
"1998-10-12 23:00:00.0","12","0","7","73","26","11","0","0"
"1998-10-12 23:10:00.0","12","0","6","92","34","19","0","0"
"1998-10-12 23:20:00.0","13","0","7","71","20","11","0","0"
"1998-10-12 23:30:00.0","11","0","7","44","3","0","0","0"
"1998-10-12 23:40:00.0","2","0","6","32","0","0","0","0"
"1998-10-12 23:50:00.0","0","0","7","19","0","0","0","0"
"1998-10-13 00:00:00.0","0","0","7","30","0","13","0","0"
"1998-10-13 00:10:00.0","0","0","7","34","0","18","0","0"
"1998-10-13 00:20:00.0","0","0","7","26","0","9","0","0"
"1998-10-13 00:30:00.0","0","0","6","18","0","0","0","0"
"1998-10-13 00:40:00.0","11","0","7","27","0","0","0","0"
"1998-10-13 00:50:00.0","13","0","7","29","0","0","0","0"
"1998-10-13 01:00:00.0","12","0","7","41","0","15","0","0"
"1998-10-13 01:10:00.0","12","0","6","43","0","18","0","0"
"1998-10-13 01:20:00.0","8","0","7","30","0","7","0","0"
"1998-10-13 01:30:00.0","0","0","7","17","0","0","0","0"
"1998-10-13 01:40:00.0","0","0","6","18","0","0","0","0"
"1998-10-13 01:50:00.0","0","0","7","18","0","0","0","0"
"1998-10-13 02:00:00.0","0","0","7","32","0","15","0","0"
"1998-10-13 02:10:00.0","0","0","6","33","0","18","0","0"
"1998-10-13 02:20:00.0","0","0","7","23","0","6","0","0"
"1998-10-13 02:30:00.0","10","0","7","27","0","0","0","0"
"1998-10-13 02:40:00.0","13","0","6","28","0","0","0","0"
"1998-10-13 02:50:00.0","12","0","7","28","0","0","0","0"
"1998-10-13 03:00:00.0","12","0","7","43","0","17","0","0"
"1998-10-13 03:10:00.0","8","0","7","39","0","18","0","0"
"1998-10-13 03:20:00.0","1","0","6","22","0","5","0","0"
"1998-10-13 03:30:00.0","0","0","7","18","0","0","0","0"
"1998-10-13 03:40:00.0","0","0","7","18","0","0","0","0"
"1998-10-13 03:50:00.0","0","0","7","18","0","0","0","0"
"1998-10-13 04:00:00.0","0","0","7","35","0","18","0","0"
"1998-10-13 04:10:00.0","0","0","6","33","0","18","0","0"
"1998-10-13 04:20:00.0","4","0","7","24","0","3","0","0"
"1998-10-13 04:30:00.0","13","0","7","29","0","0","0","0"
"1998-10-13 04:40:00.0","13","0","7","28","0","0","0","0"
"1998-10-13 04:50:00.0","12","0","6","28","0","0","0","0"
"1998-10-13 05:00:00.0","12","0","7","45","0","19","0","0"
"1998-10-13 05:10:00.0","1","0","7","110","0","18","0","0"
"1998-10-13 05:20:00.0","0","0","6","99","0","1","0","0"
"1998-10-13 05:30:00.0","0","0","7","98","0","0","0","0"
"1998-10-13 05:40:00.0","0","0","6","99","0","0","0","0"
"1998-10-13 05:50:00.0","0","0","7","100","0","2","0","0"
"1998-10-13 06:00:00.0","0","0","6","116","0","20","0","0"
"1998-10-13 06:10:00.0","0","0","7","111","0","16","0","0"
"1998-10-13 06:20:00.0","7","0","6","104","0","0","0","0"
"1998-10-13 06:30:00.0","14","0","7","106","0","0","0","0"
"1998-10-13 06:40:00.0","12","0","6","108","0","0","0","0"
"1998-10-13 06:50:00.0","12","0","7","116","0","4","0","0"
"1998-10-13 07:00:00.0","10","0","7","136","0","19","0","0"
"1998-10-13 07:10:00.0","0","0","6","179","17","14","0","0"
"1998-10-13 07:20:00.0","0","0","7","252","42","0","0","0"
"1998-10-13 07:30:00.0","0","0","6","260","50","0","0","0"
"1998-10-13 07:40:00.0","0","0","6","263","56","0","0","0"
"1998-10-13 07:50:00.0","0","0","7","211","53","7","0","0"
"1998-10-13 08:00:00.0","0","0","6","282","55","19","0","0"
"1998-10-13 08:10:00.0","0","0","7","140","21","12","0","0"
"1998-10-13 08:20:00.0","13","0","6","108","8","0","0","0"
"1998-10-13 08:30:00.0","14","0","7","109","8","0","0","0"
"1998-10-13 08:40:00.0","13","0","6","35","8","0","0","0"
"1998-10-13 08:50:00.0","12","0","7","43","8","8","0","0"
"1998-10-13 09:00:00.0","11","0","6","53","9","19","0","0"
"1998-10-13 09:10:00.0","1","0","7","34","8","11","0","0"
"1998-10-13 09:20:00.0","0","0","7","18","0","0","0","0"
"1998-10-13 09:30:00.0","0","0","6","18","0","0","0","0"
"1998-10-13 09:40:00.0","0","0","7","17","0","0","0","0"
"1998-10-13 09:50:00.0","0","0","7","28","0","11","0","0"
"1998-10-13 10:00:00.0","0","0","6","34","0","18","0","0"
"1998-10-13 10:10:00.0","0","0","7","26","0","10","0","0"
"1998-10-13 10:20:00.0","4","0","6","22","0","0","0","0"
"1998-10-13 10:30:00.0","14","0","7","28","0","0","0","0"
"1998-10-13 10:40:00.0","13","0","7","28","0","0","0","0"
"1998-10-13 10:50:00.0","12","0","6","38","0","12","0","0"
"1998-10-13 11:00:00.0","10","0","7","43","0","19","0","0"
"1998-10-13 11:10:00.0","1","0","6","28","0","10","0","0"
"1998-10-13 11:20:00.0","0","0","7","23","0","0","0","0"
"1998-10-13 11:30:00.0","0","0","7","27","0","0","0","0"
"1998-10-13 11:40:00.0","0","0","6","19","0","0","0","0"
"1998-10-13 11:50:00.0","0","0","7","38","6","11","0","0"
"1998-10-13 12:00:00.0","0","0","7","46","13","19","0","0"
"1998-10-13 12:10:00.0","0","0","7","29","1","11","0","0"
"1998-10-13 12:20:00.0","11","0","7","28","0","0","0","0"
"1998-10-13 12:30:00.0","13","0","6","29","0","0","0","0"
"1998-10-13 12:40:00.0","13","0","7","28","0","0","0","0"
"1998-10-13 12:50:00.0","12","0","7","51","11","12","0","0"
"1998-10-13 13:00:00.0","8","0","7","164","21","19","0","0"
"1998-10-13 13:10:00.0","1","0","6","206","23","11","127","0"
"1998-10-13 13:20:00.0","0","0","6","395","20","0","352","0"
"1998-10-13 13:30:00.0","0","0","7","373","19","0","269","0"
"1998-10-13 13:40:00.0","0","0","6","197","21","0","157","0"
"1998-10-13 13:50:00.0","0","0","7","57","21","11","9","0"
"1998-10-13 14:00:00.0","0","0","6","77","21","19","9","0"
"1998-10-13 14:10:00.0","5","0","7","171","20","11","39","0"
"1998-10-13 14:20:00.0","13","0","6","45","17","0","0","0"
"1998-10-13 14:30:00.0","13","0","6","346","0","0","315","0"
"1998-10-13 14:40:00.0","12","0","7","359","0","0","329","0"
"1998-10-13 14:50:00.0","12","0","6","403","9","12","350","0"
"1998-10-13 15:00:00.0","2","0","6","190","13","19","140","0"
"1998-10-13 15:10:00.0","0","0","7","195","21","10","19","0"
"1998-10-13 15:20:00.0","0","0","6","141","27","1","43","0"
"1998-10-13 15:30:00.0","0","0","7","67","7","0","44","0"
"1998-10-13 15:40:00.0","0","0","7","74","0","0","59","0"
"1998-10-13 15:50:00.0","0","0","6","30","0","13","0","0"
"1998-10-13 16:00:00.0","0","0","7","94","2","18","0","0"
"1998-10-13 16:10:00.0","8","0","6","125","14","11","0","0"
"1998-10-13 16:20:00.0","14","0","7","39","11","0","0","0"
"1998-10-13 16:30:00.0","12","0","7","38","12","0","0","0"
"1998-10-13 16:40:00.0","12","0","7","41","14","0","0","0"
"1998-10-13 16:50:00.0","12","0","7","57","18","13","0","0"
"1998-10-13 17:00:00.0","4","0","6","54","18","19","0","0"
"1998-10-13 17:10:00.0","0","0","7","44","18","10","0","0"
"1998-10-13 17:20:00.0","0","0","7","36","18","0","0","0"
"1998-10-13 17:30:00.0","0","0","7","35","18","0","0","0"
"1998-10-13 17:40:00.0","0","0","7","55","38","0","0","0"
"1998-10-13 17:50:00.0","0","0","6","60","30","14","0","0"
"1998-10-13 18:00:00.0","0","0","7","51","18","18","0","0"
"1998-10-13 18:10:00.0","6","0","6","48","18","8","0","0"
"1998-10-13 18:20:00.0","14","0","7","46","18","0","0","0"
"1998-10-13 18:30:00.0","12","0","6","45","18","0","0","0"
"1998-10-13 18:40:00.0","12","0","7","53","26","0","0","0"
"1998-10-13 18:50:00.0","12","0","6","76","32","15","0","0"
"1998-10-13 19:00:00.0","2","0","6","65","21","18","0","0"
"1998-10-13 19:10:00.0","0","0","6","55","21","8","0","0"
"1998-10-13 19:20:00.0","0","0","7","48","21","0","0","0"
"1998-10-13 19:30:00.0","0","0","6","48","21","0","0","0"
"1998-10-13 19:40:00.0","0","0","6","49","23","0","0","0"
"1998-10-13 19:50:00.0","8","0","6","89","34","17","0","0"
"1998-10-13 20:00:00.0","13","0","7","93","30","17","0","0"
"1998-10-13 20:10:00.0","12","0","6","72","22","7","0","0"
"1998-10-13 20:20:00.0","13","0","6","67","21","0","0","0"
"1998-10-13 20:30:00.0","11","0","7","66","21","0","0","0"
"1998-10-13 20:40:00.0","12","0","6","66","21","0","0","0"
"1998-10-13 20:50:00.0","4","0","6","76","22","18","0","0"
"1998-10-13 21:00:00.0","0","0","7","73","22","18","0","0"
"1998-10-13 21:10:00.0","0","0","6","62","21","5","0","0"
"1998-10-13 21:20:00.0","0","0","7","68","32","0","0","0"
"1998-10-13 21:30:00.0","0","0","6","68","32","0","0","0"
"1998-10-13 21:40:00.0","13","0","7","79","32","0","0","0"
"1998-10-13 21:50:00.0","13","0","6","96","32","21","0","0"
"1998-10-13 22:00:00.0","12","0","7","93","32","17","0","0"
"1998-10-13 22:10:00.0","12","0","6","79","31","3","0","0"
"1998-10-13 22:20:00.0","8","0","6","73","31","0","0","0"
"1998-10-13 22:30:00.0","0","0","7","67","32","0","0","0"
"1998-10-13 22:40:00.0","0","0","6","70","31","2","0","0"
"1998-10-13 22:50:00.0","0","0","6","85","32","20","0","0"
"1998-10-13 23:00:00.0","0","0","6","377","28","17","0","267"
"1998-10-13 23:10:00.0","0","0","6","546","3","1","0","432"
"1998-10-13 23:20:00.0","13","0","6","549","0","0","0","433"
"1998-10-13 23:30:00.0","13","0","6","541","0","0","0","437"
"1998-10-13 23:40:00.0","12","0","6","545","0","5","0","436"
"1998-10-13 23:50:00.0","12","0","6","553","0","19","0","433"
"1998-10-14 00:00:00.0","5","0","5","543","0","15","0","433"
"1998-10-14 00:10:00.0","0","0","6","530","0","0","0","435"
"1998-10-14 00:20:00.0","0","0","6","531","0","0","0","436"
"1998-10-14 00:30:00.0","0","0","6","530","0","0","0","436"
"1998-10-14 00:40:00.0","0","0","6","536","0","8","0","434"
"1998-10-14 00:50:00.0","0","0","6","544","0","18","0","434"
"1998-10-14 01:00:00.0","6","0","6","531","0","13","0","423"
"1998-10-14 01:10:00.0","13","0","5","474","0","0","0","372"
"1998-10-14 01:20:00.0","13","0","6","423","0","0","0","320"
"1998-10-14 01:30:00.0","12","0","6","327","0","0","0","223"
"1998-10-14 01:40:00.0","11","0","6","345","0","11","0","231"
"1998-10-14 01:50:00.0","1","0","7","256","0","19","0","145"
"1998-10-14 02:00:00.0","0","0","6","269","0","9","0","166"
"1998-10-14 02:10:00.0","0","0","6","247","0","0","0","151"
"1998-10-14 02:20:00.0","0","0","6","232","0","0","0","136"
"1998-10-14 02:30:00.0","0","0","6","209","0","0","0","112"
"1998-10-14 02:40:00.0","0","0","7","251","0","14","0","142"
"1998-10-14 02:50:00.0","9","0","6","204","0","18","0","84"
"1998-10-14 03:00:00.0","13","0","6","227","0","7","0","115"
"1998-10-14 03:10:00.0","12","0","6","174","0","0","0","67"
"1998-10-14 03:20:00.0","13","0","7","211","0","0","0","104"
"1998-10-14 03:30:00.0","8","0","6","177","0","0","0","73"
"1998-10-14 03:40:00.0","0","0","7","178","0","17","0","65"
"1998-10-14 03:50:00.0","0","0","6","179","0","18","0","66"
"1998-10-14 04:00:00.0","0","0","6","192","0","4","0","90"
"1998-10-14 04:10:00.0","0","0","7","135","0","0","0","38"
"1998-10-14 04:20:00.0","0","0","6","131","0","0","0","34"
"1998-10-14 04:30:00.0","0","0","7","163","0","0","0","64"
"1998-10-14 04:40:00.0","11","0","6","157","0","20","0","33"
"1998-10-14 04:50:00.0","13","0","7","155","0","17","0","34"
"1998-10-14 05:00:00.0","12","0","6","140","0","1","0","32"
"1998-10-14 05:10:00.0","12","0","6","138","0","0","0","32"
"1998-10-14 05:20:00.0","8","0","7","134","0","0","0","33"
"1998-10-14 05:30:00.0","0","0","6","138","0","2","0","36"
"1998-10-14 05:40:00.0","0","0","7","150","0","20","0","34"
"1998-10-14 05:50:00.0","0","0","6","113","0","17","0","0"
"1998-10-14 06:00:00.0","0","0","7","132","0","0","0","34"
"1998-10-14 06:10:00.0","0","0","6","131","0","0","0","33"
"1998-10-14 06:20:00.0","0","0","7","98","0","0","0","0"
"1998-10-14 06:30:00.0","7","0","6","141","0","5","0","32"
"1998-10-14 06:40:00.0","13","0","7","157","0","19","0","33"
"1998-10-14 06:50:00.0","13","0","6","119","0","16","0","0"
"1998-10-14 07:00:00.0","12","0","7","148","0","0","0","41"
"1998-10-14 07:10:00.0","10","0","6","131","3","0","0","0"
"1998-10-14 07:20:00.0","0","0","7","311","3","0","0","86"
"1998-10-14 07:30:00.0","0","0","6","265","13","7","0","110"
"1998-10-14 07:40:00.0","0","0","6","255","13","19","0","86"
"1998-10-14 07:50:00.0","0","0","6","150","26","13","0","77"
"1998-10-14 08:00:00.0","0","0","7","234","32","0","0","71"
"1998-10-14 08:10:00.0","0","0","6","203","19","0","0","73"
"1998-10-14 08:20:00.0","13","0","7","208","13","0","0","37"
"1998-10-14 08:30:00.0","13","0","6","266","13","8","0","75"
"1998-10-14 08:40:00.0","12","0","6","367","13","19","0","217"
"1998-10-14 08:50:00.0","12","0","6","420","13","11","0","185"
"1998-10-14 09:00:00.0","7","0","6","374","13","0","0","232"
"1998-10-14 09:10:00.0","0","0","7","166","2","0","0","142"
"1998-10-14 09:20:00.0","0","0","6","122","0","0","0","99"
"1998-10-14 09:30:00.0","0","0","7","114","0","12","0","80"
"1998-10-14 09:40:00.0","0","0","6","114","7","18","0","70"
"1998-10-14 09:50:00.0","0","0","7","86","0","11","0","59"
"1998-10-14 10:00:00.0","0","0","7","55","0","0","0","38"
"1998-10-14 10:10:00.0","8","0","6","63","0","0","0","38"
"1998-10-14 10:20:00.0","13","0","7","72","0","0","0","43"
"1998-10-14 10:30:00.0","12","0","7","78","0","13","0","37"
"1998-10-14 10:40:00.0","12","0","6","81","0","19","0","38"
"1998-10-14 10:50:00.0","10","0","7","79","0","10","0","46"
"1998-10-14 11:00:00.0","0","0","6","18","0","0","0","0"
"1998-10-14 11:10:00.0","0","0","7","58","1","0","0","40"
"1998-10-14 11:20:00.0","0","0","6","59","0","0","0","41"
"1998-10-14 11:30:00.0","0","0","7","31","1","13","0","0"
"1998-10-14 11:40:00.0","0","0","6","70","0","18","0","37"
"1998-10-14 11:50:00.0","10","0","7","37","0","12","0","0"
"1998-10-14 12:00:00.0","13","0","6","456","0","0","0","39"
"1998-10-14 12:10:00.0","12","0","7","268","7","0","0","37"
"1998-10-14 12:20:00.0","13","0","6","109","5","0","0","12"
"1998-10-14 12:30:00.0","11","0","7","65","0","13","0","26"
"1998-10-14 12:40:00.0","5","0","7","83","0","18","0","46"
"1998-10-14 12:50:00.0","0","0","6","30","0","14","0","0"
"1998-10-14 13:00:00.0","0","0","7","55","0","0","0","38"
"1998-10-14 13:10:00.0","0","0","7","18","0","0","0","0"
"1998-10-14 13:20:00.0","0","0","7","65","7","0","0","40"
"1998-10-14 13:30:00.0","8","0","6","222","11","11","0","176"
"1998-10-14 13:40:00.0","13","0","6","171","11","18","0","116"
"1998-10-14 13:50:00.0","13","0","7","172","10","14","0","123"
"1998-10-14 14:00:00.0","12","0","6","124","11","0","0","87"
"1998-10-14 14:10:00.0","12","0","7","118","11","0","0","80"
"1998-10-14 14:20:00.0","12","0","6","143","10","0","0","107"
"1998-10-14 14:30:00.0","11","0","6","412","10","9","0","68"
"1998-10-14 14:40:00.0","5","0","6","262","29","18","0","76"
"1998-10-14 14:50:00.0","0","0","7","242","29","16","0","113"
"1998-10-14 15:00:00.0","0","0","6","252","30","0","0","77"
"1998-10-14 15:10:00.0","0","0","6","171","14","0","0","74"
"1998-10-14 15:20:00.0","0","0","7","169","11","0","0","70"
