"Time","Fridge freezer (Kitchen, 195l/152l)","Halogen lamp 1 (0,5kW)","Microwave oven (1,1kW)","Power supply for fuel boiler ()","Site consumption ()","Total site light consumption ()","TV (67cm)","Washing machine ()"
"1998-06-18 16:10:00.0","5","0","0","8","42","16","0","0"
"1998-06-18 16:20:00.0","0","0","0","0","31","17","0","0"
"1998-06-18 16:30:00.0","7","0","0","0","38","16","0","0"
"1998-06-18 16:40:00.0","18","0","0","0","48","19","0","0"
"1998-06-18 16:50:00.0","11","0","0","0","40","17","0","0"
"1998-06-18 17:00:00.0","2","0","0","0","34","17","0","0"
"1998-06-18 17:10:00.0","4","0","0","0","35","18","0","0"
"1998-06-18 17:20:00.0","5","0","0","0","34","16","0","0"
"1998-06-18 17:30:00.0","16","0","0","0","44","17","0","0"
"1998-06-18 17:40:00.0","17","0","0","0","45","16","0","0"
"1998-06-18 17:50:00.0","0","0","0","7","37","17","0","0"
"1998-06-18 18:00:00.0","0","0","0","0","35","21","0","0"
"1998-06-18 18:10:00.0","16","0","0","0","81","22","0","0"
"1998-06-18 18:20:00.0","16","0","0","0","256","16","0","0"
"1998-06-18 18:30:00.0","13","0","0","0","249","16","10","0"
"1998-06-18 18:40:00.0","5","0","0","7","257","19","15","0"
"1998-06-18 18:50:00.0","1","0","0","0","251","18","16","0"
"1998-06-18 19:00:00.0","12","0","0","0","261","16","16","0"
"1998-06-18 19:10:00.0","22","0","0","0","266","17","15","0"
"1998-06-18 19:20:00.0","2","0","0","0","319","16","17","0"
"1998-06-18 19:30:00.0","0","0","0","1","316","16","16","0"
"1998-06-18 19:40:00.0","14","0","0","6","243","16","16","0"
"1998-06-18 19:50:00.0","18","0","0","0","47","17","2","0"
"1998-06-18 20:00:00.0","4","0","0","0","34","16","0","0"
"1998-06-18 20:10:00.0","4","0","0","0","35","18","0","0"
"1998-06-18 20:20:00.0","10","0","0","0","59","19","17","0"
"1998-06-18 20:30:00.0","16","0","0","8","72","19","16","0"
"1998-06-18 20:40:00.0","13","0","0","0","67","24","16","0"
"1998-06-18 20:50:00.0","1","0","0","0","48","17","16","0"
"1998-06-18 21:00:00.0","4","0","0","0","52","17","17","0"
"1998-06-18 21:10:00.0","21","0","0","0","67","17","16","0"
"1998-06-18 21:20:00.0","10","1","0","0","58","17","16","0"
"1998-06-18 21:30:00.0","0","32","0","0","77","16","16","0"
"1998-06-18 21:40:00.0","3","31","0","0","80","19","15","0"
"1998-06-18 21:50:00.0","20","32","0","7","102","16","16","0"
"1998-06-18 22:00:00.0","12","32","0","0","88","17","16","0"
"1998-06-18 22:10:00.0","0","33","0","0","79","17","15","0"
"1998-06-18 22:20:00.0","6","33","0","0","85","17","16","0"
"1998-06-18 22:30:00.0","14","32","0","0","90","17","15","0"
"1998-06-18 22:40:00.0","13","32","0","0","89","17","16","0"
"1998-06-18 22:50:00.0","6","20","0","0","85","41","6","0"
"1998-06-18 23:00:00.0","0","0","0","0","31","17","0","0"
"1998-06-18 23:10:00.0","11","0","0","0","41","17","0","0"
"1998-06-18 23:20:00.0","18","0","0","5","52","18","0","0"
"1998-06-18 23:30:00.0","6","0","0","3","40","17","0","0"
"1998-06-18 23:40:00.0","0","0","0","0","31","17","0","0"
"1998-06-18 23:50:00.0","7","0","0","0","38","18","0","0"
"1998-06-19 00:00:00.0","23","0","0","0","51","17","0","0"
"1998-06-19 00:10:00.0","4","0","0","0","34","17","0","0"
"1998-06-19 00:20:00.0","0","0","0","0","32","17","0","0"
"1998-06-19 00:30:00.0","8","0","0","0","39","18","0","0"
"1998-06-19 00:40:00.0","18","0","0","0","47","17","0","0"
"1998-06-19 00:50:00.0","7","0","0","0","37","17","0","0"
"1998-06-19 01:00:00.0","0","0","0","6","37","18","0","0"
"1998-06-19 01:10:00.0","6","0","0","2","40","17","0","0"
"1998-06-19 01:20:00.0","17","0","0","0","45","17","0","0"
"1998-06-19 01:30:00.0","10","0","0","0","41","18","0","0"
"1998-06-19 01:40:00.0","3","0","0","0","34","17","0","0"
"1998-06-19 01:50:00.0","3","0","0","0","35","18","0","0"
"1998-06-19 02:00:00.0","10","0","0","0","40","17","0","0"
"1998-06-19 02:10:00.0","15","0","0","0","44","17","0","0"
"1998-06-19 02:20:00.0","8","0","0","0","38","17","0","0"
"1998-06-19 02:30:00.0","0","0","0","0","31","17","0","0"
"1998-06-19 02:40:00.0","4","0","0","2","37","17","0","0"
"1998-06-19 02:50:00.0","16","0","0","6","51","18","0","0"
"1998-06-19 03:00:00.0","12","0","0","0","41","16","0","0"
"1998-06-19 03:10:00.0","0","0","0","0","30","17","0","0"
"1998-06-19 03:20:00.0","0","0","0","0","31","17","0","0"
"1998-06-19 03:30:00.0","19","0","0","0","49","18","0","0"
"1998-06-19 03:40:00.0","13","0","0","0","42","17","0","0"
"1998-06-19 03:50:00.0","0","0","0","0","30","17","0","0"
"1998-06-19 04:00:00.0","0","0","0","0","31","17","0","0"
"1998-06-19 04:10:00.0","16","0","0","0","46","17","0","0"
"1998-06-19 04:20:00.0","16","0","0","0","45","17","0","0"
"1998-06-19 04:30:00.0","0","0","0","8","39","17","0","0"
"1998-06-19 04:40:00.0","0","0","0","0","30","18","0","0"
"1998-06-19 04:50:00.0","10","0","0","0","41","17","0","0"
"1998-06-19 05:00:00.0","16","0","0","0","44","17","0","0"
"1998-06-19 05:10:00.0","5","0","0","0","36","17","0","0"
"1998-06-19 05:20:00.0","2","0","0","0","33","17","0","0"
"1998-06-19 05:30:00.0","4","0","0","0","35","17","0","0"
"1998-06-19 05:40:00.0","13","0","0","0","44","18","0","0"
"1998-06-19 05:50:00.0","12","0","0","0","41","17","0","0"
"1998-06-19 06:00:00.0","4","0","0","0","35","17","0","0"
"1998-06-19 06:10:00.0","2","0","0","8","41","17","0","0"
"1998-06-19 06:20:00.0","7","0","0","0","37","17","0","0"
"1998-06-19 06:30:00.0","15","0","0","0","44","17","0","0"
"1998-06-19 06:40:00.0","10","0","0","0","39","17","0","0"
"1998-06-19 06:50:00.0","0","0","0","0","32","17","0","0"
"1998-06-19 07:00:00.0","0","0","0","0","32","18","0","0"
"1998-06-19 07:10:00.0","17","0","0","0","46","17","0","0"
"1998-06-19 07:20:00.0","14","0","0","0","44","17","0","0"
"1998-06-19 07:30:00.0","0","0","107","0","139","19","0","0"
"1998-06-19 07:40:00.0","0","0","20","0","51","17","0","0"
"1998-06-19 07:50:00.0","14","0","0","8","63","28","0","0"
"1998-06-19 08:00:00.0","17","0","0","0","55","27","0","0"
"1998-06-19 08:10:00.0","0","0","0","0","212","18","0","177"
"1998-06-19 08:20:00.0","0","0","0","0","303","16","0","270"
"1998-06-19 08:30:00.0","12","0","0","0","105","17","0","62"
"1998-06-19 08:40:00.0","17","0","0","0","57","16","0","14"
"1998-06-19 08:50:00.0","2","0","0","0","70","17","0","39"
"1998-06-19 09:00:00.0","0","0","0","8","74","16","0","39"
"1998-06-19 09:10:00.0","7","0","0","0","65","17","0","30"
"1998-06-19 09:20:00.0","16","0","0","0","89","16","0","46"
"1998-06-19 09:30:00.0","8","0","0","0","38","17","0","0"
"1998-06-19 09:40:00.0","0","0","0","0","30","17","0","0"
"1998-06-19 09:50:00.0","6","0","0","0","37","17","0","0"
"1998-06-19 10:00:00.0","12","0","0","0","41","17","0","0"
"1998-06-19 10:10:00.0","13","0","0","0","43","17","0","0"
"1998-06-19 10:20:00.0","3","0","0","0","34","17","0","0"
"1998-06-19 10:30:00.0","3","0","0","7","40","17","0","0"
"1998-06-19 10:40:00.0","6","0","0","0","36","17","0","0"
"1998-06-19 10:50:00.0","16","0","0","0","44","16","0","0"
"1998-06-19 11:00:00.0","10","0","0","0","40","17","0","0"
"1998-06-19 11:10:00.0","0","0","0","0","30","17","0","0"
"1998-06-19 11:20:00.0","0","0","0","0","31","17","0","0"
"1998-06-19 11:30:00.0","16","0","0","0","44","16","0","0"
"1998-06-19 11:40:00.0","16","0","0","0","44","17","0","0"
"1998-06-19 11:50:00.0","0","0","0","0","30","17","0","0"
"1998-06-19 12:00:00.0","0","0","0","0","31","17","0","0"
"1998-06-19 12:10:00.0","19","0","0","2","51","18","0","0"
"1998-06-19 12:20:00.0","15","0","0","6","49","17","0","0"
"1998-06-19 12:30:00.0","0","0","0","0","31","17","0","0"
"1998-06-19 12:40:00.0","4","0","0","0","90","17","0","0"
"1998-06-19 12:50:00.0","16","0","0","0","62","17","0","0"
"1998-06-19 13:00:00.0","16","0","0","0","44","17","0","0"
"1998-06-19 13:10:00.0","6","0","0","0","38","18","0","0"
"1998-06-19 13:20:00.0","3","0","0","0","33","17","0","0"
"1998-06-19 13:30:00.0","5","0","0","0","35","17","0","0"
"1998-06-19 13:40:00.0","21","0","0","0","50","18","0","0"
"1998-06-19 13:50:00.0","10","0","0","0","37","15","0","0"
"1998-06-19 14:00:00.0","0","0","0","6","34","17","0","0"
"1998-06-19 14:10:00.0","4","0","0","2","37","16","0","0"
"1998-06-19 14:20:00.0","17","0","0","0","46","17","0","0"
"1998-06-19 14:30:00.0","15","0","0","0","44","17","0","0"
"1998-06-19 14:40:00.0","4","0","0","0","34","17","0","0"
"1998-06-19 14:50:00.0","3","0","0","0","33","17","0","0"
"1998-06-19 15:00:00.0","7","0","0","0","37","17","0","0"
"1998-06-19 15:10:00.0","18","0","0","0","47","17","0","0"
"1998-06-19 15:20:00.0","11","0","0","0","40","17","0","0"
"1998-06-19 15:30:00.0","0","0","0","0","30","17","0","0"
"1998-06-19 15:40:00.0","0","0","0","0","32","17","0","0"
"1998-06-19 15:50:00.0","24","0","0","3","55","17","0","0"
"1998-06-19 16:00:00.0","12","0","0","5","46","17","0","0"
"1998-06-19 16:10:00.0","0","0","0","0","30","17","0","0"
"1998-06-19 16:20:00.0","6","0","0","0","37","17","0","0"
"1998-06-19 16:30:00.0","11","0","0","0","40","16","0","0"
"1998-06-19 16:40:00.0","15","0","0","0","44","17","0","0"
"1998-06-19 16:50:00.0","10","0","0","0","39","17","0","0"
"1998-06-19 17:00:00.0","0","0","0","0","31","17","0","0"
"1998-06-19 17:10:00.0","6","0","0","0","37","17","0","0"
"1998-06-19 17:20:00.0","23","0","0","0","50","17","0","0"
"1998-06-19 17:30:00.0","7","0","0","0","35","16","0","0"
"1998-06-19 17:40:00.0","0","0","0","0","30","17","0","0"
"1998-06-19 17:50:00.0","7","0","0","8","45","17","0","0"
"1998-06-19 18:00:00.0","16","0","0","0","44","16","0","0"
"1998-06-19 18:10:00.0","12","0","0","0","39","16","0","0"
"1998-06-19 18:20:00.0","5","0","0","0","35","17","0","0"
"1998-06-19 18:30:00.0","1","0","0","0","30","16","0","0"
"1998-06-19 18:40:00.0","9","0","0","0","43","20","0","0"
"1998-06-19 18:50:00.0","18","0","0","0","54","25","0","0"
"1998-06-19 19:00:00.0","8","0","0","0","36","16","0","0"
"1998-06-19 19:10:00.0","0","0","0","8","37","17","0","0"
"1998-06-19 19:20:00.0","3","0","0","0","34","16","0","0"
"1998-06-19 19:30:00.0","23","0","0","0","49","17","0","0"
"1998-06-19 19:40:00.0","8","0","0","0","36","16","0","0"
"1998-06-19 19:50:00.0","0","0","0","0","29","16","0","0"
"1998-06-19 20:00:00.0","6","0","0","0","36","17","0","0"
"1998-06-19 20:10:00.0","16","0","0","0","45","17","0","0"
"1998-06-19 20:20:00.0","12","0","0","0","48","24","0","0"
"1998-06-19 20:30:00.0","3","0","0","8","49","23","0","0"
"1998-06-19 20:40:00.0","3","0","0","0","34","19","0","0"
"1998-06-19 20:50:00.0","10","0","0","0","40","17","0","0"
"1998-06-19 21:00:00.0","15","0","0","0","43","17","0","0"
"1998-06-19 21:10:00.0","8","0","0","0","38","16","0","0"
"1998-06-19 21:20:00.0","0","0","0","8","38","17","0","0"
"1998-06-19 21:30:00.0","5","0","0","0","35","17","0","0"
"1998-06-19 21:40:00.0","23","0","0","0","50","17","0","0"
"1998-06-19 21:50:00.0","6","0","0","0","35","17","0","0"
"1998-06-19 22:00:00.0","0","0","0","0","30","17","0","0"
"1998-06-19 22:10:00.0","1","0","0","0","33","17","0","0"
"1998-06-19 22:20:00.0","21","0","0","0","49","16","0","0"
"1998-06-19 22:30:00.0","11","0","0","0","39","17","0","0"
"1998-06-19 22:40:00.0","0","0","0","3","34","17","0","0"
"1998-06-19 22:50:00.0","6","0","0","4","41","18","0","0"
"1998-06-19 23:00:00.0","10","0","0","0","41","17","0","0"
"1998-06-19 23:10:00.0","15","0","0","0","45","17","0","0"
"1998-06-19 23:20:00.0","3","0","0","0","34","18","0","0"
"1998-06-19 23:30:00.0","4","0","0","0","35","17","0","0"
"1998-06-19 23:40:00.0","4","0","0","0","36","18","0","0"
"1998-06-19 23:50:00.0","16","0","0","0","45","17","0","0"
"1998-06-20 00:00:00.0","14","0","0","0","43","17","0","0"
"1998-06-20 00:10:00.0","0","0","0","0","31","18","0","0"
"1998-06-20 00:20:00.0","0","0","0","8","39","17","0","0"
"1998-06-20 00:30:00.0","15","0","0","0","45","18","0","0"
"1998-06-20 00:40:00.0","18","0","0","0","47","17","0","0"
"1998-06-20 00:50:00.0","0","0","0","0","32","18","0","0"
"1998-06-20 01:00:00.0","0","0","0","0","30","17","0","0"
"1998-06-20 01:10:00.0","14","0","0","0","45","17","0","0"
"1998-06-20 01:20:00.0","18","0","0","0","46","17","0","0"
"1998-06-20 01:30:00.0","1","0","0","0","32","18","0","0"
"1998-06-20 01:40:00.0","0","0","0","0","32","17","0","0"
"1998-06-20 01:50:00.0","11","0","0","0","41","18","0","0"
"1998-06-20 02:00:00.0","16","0","0","0","46","17","0","0"
"1998-06-20 02:10:00.0","6","0","0","8","43","17","0","0"
"1998-06-20 02:20:00.0","0","0","0","0","33","17","0","0"
"1998-06-20 02:30:00.0","10","0","0","0","38","17","0","0"
"1998-06-20 02:40:00.0","16","0","0","0","45","18","0","0"
"1998-06-20 02:50:00.0","5","0","0","0","36","17","0","0"
"1998-06-20 03:00:00.0","5","0","0","0","36","17","0","0"
"1998-06-20 03:10:00.0","1","0","0","0","32","17","0","0"
"1998-06-20 03:20:00.0","14","0","0","0","44","18","0","0"
"1998-06-20 03:30:00.0","12","0","0","0","42","17","0","0"
"1998-06-20 03:40:00.0","7","0","0","0","58","38","0","0"
"1998-06-20 03:50:00.0","0","0","0","8","39","18","0","0"
"1998-06-20 04:00:00.0","7","0","0","0","38","17","0","0"
"1998-06-20 04:10:00.0","16","0","0","0","46","17","0","0"
"1998-06-20 04:20:00.0","10","0","0","0","40","18","0","0"
"1998-06-20 04:30:00.0","0","0","0","0","31","17","0","0"
"1998-06-20 04:40:00.0","0","0","0","0","32","18","0","0"
"1998-06-20 04:50:00.0","21","0","0","0","49","17","0","0"
"1998-06-20 05:00:00.0","12","0","0","0","42","17","0","0"
"1998-06-20 05:10:00.0","0","0","0","0","31","17","0","0"
"1998-06-20 05:20:00.0","0","0","0","0","31","18","0","0"
"1998-06-20 05:30:00.0","18","0","0","0","48","17","0","0"
"1998-06-20 05:40:00.0","14","0","0","9","52","18","0","0"
"1998-06-20 05:50:00.0","0","0","0","0","32","17","0","0"
"1998-06-20 06:00:00.0","0","0","0","0","30","17","0","0"
"1998-06-20 06:10:00.0","13","0","0","0","43","17","0","0"
"1998-06-20 06:20:00.0","15","0","0","0","44","17","0","0"
"1998-06-20 06:30:00.0","5","0","0","0","35","18","0","0"
"1998-06-20 06:40:00.0","0","0","0","0","30","16","0","0"
"1998-06-20 06:50:00.0","5","0","0","0","36","17","0","0"
"1998-06-20 07:00:00.0","16","0","0","0","45","17","0","0"
"1998-06-20 07:10:00.0","10","0","0","0","39","17","0","0"
"1998-06-20 07:20:00.0","2","0","0","0","33","17","0","0"
"1998-06-20 07:30:00.0","4","0","0","8","42","17","0","0"
"1998-06-20 07:40:00.0","9","0","0","0","40","17","0","0"
"1998-06-20 07:50:00.0","16","0","0","0","44","17","0","0"
"1998-06-20 08:00:00.0","5","0","0","0","37","18","0","0"
"1998-06-20 08:10:00.0","1","0","0","0","32","17","0","0"
"1998-06-20 08:20:00.0","4","0","0","0","34","17","0","0"
"1998-06-20 08:30:00.0","16","0","0","0","43","16","0","0"
"1998-06-20 08:40:00.0","13","0","0","0","43","17","0","0"
"1998-06-20 08:50:00.0","0","0","0","0","30","17","0","0"
"1998-06-20 09:00:00.0","0","0","0","0","30","17","0","0"
"1998-06-20 09:10:00.0","13","0","0","0","43","17","0","0"
"1998-06-20 09:20:00.0","19","0","0","7","53","16","0","0"
"1998-06-20 09:30:00.0","0","0","0","0","30","17","0","0"
"1998-06-20 09:40:00.0","0","0","0","0","30","17","0","0"
"1998-06-20 09:50:00.0","9","0","0","0","39","16","0","0"
"1998-06-20 10:00:00.0","22","0","0","0","49","17","0","0"
"1998-06-20 10:10:00.0","2","0","0","0","32","17","0","0"
"1998-06-20 10:20:00.0","0","0","0","0","29","16","0","0"
"1998-06-20 10:30:00.0","6","0","0","0","37","17","0","0"
"1998-06-20 10:40:00.0","19","0","0","0","46","16","0","0"
"1998-06-20 10:50:00.0","7","0","0","0","36","17","0","0"
"1998-06-20 11:00:00.0","0","0","0","0","30","17","0","0"
"1998-06-20 11:10:00.0","6","0","0","2","38","16","0","0"
"1998-06-20 11:20:00.0","16","0","0","6","49","17","0","0"
"1998-06-20 11:30:00.0","12","0","0","0","40","16","0","0"
"1998-06-20 11:40:00.0","0","0","0","0","30","17","0","0"
"1998-06-20 11:50:00.0","6","0","0","0","36","17","0","0"
"1998-06-20 12:00:00.0","9","0","0","0","38","16","0","0"
"1998-06-20 12:10:00.0","15","0","0","0","43","17","0","0"
"1998-06-20 12:20:00.0","4","0","0","0","35","16","0","0"
"1998-06-20 12:30:00.0","5","0","0","0","33","17","0","0"
"1998-06-20 12:40:00.0","4","0","0","0","35","17","0","0"
"1998-06-20 12:50:00.0","15","0","0","0","44","17","0","0"
"1998-06-20 13:00:00.0","16","0","0","0","43","16","0","0"
"1998-06-20 13:10:00.0","0","0","0","8","37","17","0","0"
"1998-06-20 13:20:00.0","0","0","0","0","30","16","0","0"
"1998-06-20 13:30:00.0","16","0","0","0","43","16","0","0"
"1998-06-20 13:40:00.0","19","0","0","0","46","16","0","0"
"1998-06-20 13:50:00.0","0","0","0","0","30","17","0","0"
"1998-06-20 14:00:00.0","0","0","0","0","29","16","0","0"
"1998-06-20 14:10:00.0","16","0","0","0","45","17","0","0"
"1998-06-20 14:20:00.0","16","0","0","0","44","16","0","0"
"1998-06-20 14:30:00.0","4","0","0","0","33","17","0","0"
"1998-06-20 14:40:00.0","0","0","0","0","30","16","0","0"
"1998-06-20 14:50:00.0","10","0","0","0","38","17","0","0"
"1998-06-20 15:00:00.0","16","0","0","8","52","16","0","0"
"1998-06-20 15:10:00.0","12","0","0","0","41","17","0","0"
"1998-06-20 15:20:00.0","6","0","0","0","37","18","0","0"
"1998-06-20 15:30:00.0","0","0","0","0","32","17","0","0"
"1998-06-20 15:40:00.0","12","0","0","0","41","17","0","0"
"1998-06-20 15:50:00.0","16","0","0","0","44","17","0","0"
"1998-06-20 16:00:00.0","10","0","0","0","40","17","0","0"
"1998-06-20 16:10:00.0","0","0","0","0","30","17","0","0"
"1998-06-20 16:20:00.0","5","0","0","0","37","17","0","0"
"1998-06-20 16:30:00.0","23","0","0","0","51","18","0","0"
"1998-06-20 16:40:00.0","8","0","0","0","38","17","0","0"
"1998-06-20 16:50:00.0","0","0","0","4","34","16","0","0"
"1998-06-20 17:00:00.0","2","0","0","4","37","17","0","0"
"1998-06-20 17:10:00.0","21","0","0","0","49","18","0","0"
"1998-06-20 17:20:00.0","14","0","0","0","43","17","0","0"
"1998-06-20 17:30:00.0","0","0","0","0","31","17","0","0"
"1998-06-20 17:40:00.0","7","0","0","0","36","17","0","0"
"1998-06-20 17:50:00.0","7","0","0","0","38","17","0","0"
"1998-06-20 18:00:00.0","16","0","0","0","44","17","0","0"
"1998-06-20 18:10:00.0","11","0","0","0","41","17","0","0"
"1998-06-20 18:20:00.0","3","0","0","0","34","17","0","0"
"1998-06-20 18:30:00.0","0","0","0","0","31","17","0","0"
"1998-06-20 18:40:00.0","16","0","0","0","44","17","0","0"
"1998-06-20 18:50:00.0","20","0","0","2","52","17","0","0"
"1998-06-20 19:00:00.0","0","0","0","6","36","17","0","0"
"1998-06-20 19:10:00.0","0","0","0","0","30","17","0","0"
"1998-06-20 19:20:00.0","14","0","0","0","43","17","0","0"
"1998-06-20 19:30:00.0","18","0","0","0","46","17","0","0"
"1998-06-20 19:40:00.0","4","0","0","0","34","17","0","0"
"1998-06-20 19:50:00.0","0","0","0","0","30","17","0","0"
"1998-06-20 20:00:00.0","9","0","0","0","39","17","0","0"
"1998-06-20 20:10:00.0","16","0","0","0","45","17","0","0"
"1998-06-20 20:20:00.0","11","0","0","0","40","17","0","0"
"1998-06-20 20:30:00.0","4","0","0","0","34","17","0","0"
"1998-06-20 20:40:00.0","2","0","0","0","33","17","0","0"
"1998-06-20 20:50:00.0","11","0","0","0","42","17","0","0"
"1998-06-20 21:00:00.0","16","0","0","8","52","17","0","0"
"1998-06-20 21:10:00.0","9","0","0","0","39","18","0","0"
"1998-06-20 21:20:00.0","0","0","0","0","31","17","0","0"
"1998-06-20 21:30:00.0","6","0","0","0","37","17","0","0"
"1998-06-20 21:40:00.0","20","0","0","0","48","17","0","0"
"1998-06-20 21:50:00.0","8","0","0","0","38","17","0","0"
"1998-06-20 22:00:00.0","0","0","0","0","31","17","0","0"
"1998-06-20 22:10:00.0","7","0","0","0","38","18","0","0"
"1998-06-20 22:20:00.0","23","0","0","0","51","17","0","0"
"1998-06-20 22:30:00.0","4","0","0","0","34","17","0","0"
"1998-06-20 22:40:00.0","0","0","0","0","31","18","0","0"
"1998-06-20 22:50:00.0","5","0","0","0","36","17","0","0"
"1998-06-20 23:00:00.0","20","0","0","8","57","17","0","0"
"1998-06-20 23:10:00.0","9","0","0","0","39","17","0","0"
"1998-06-20 23:20:00.0","0","0","0","0","31","18","0","0"
"1998-06-20 23:30:00.0","6","0","0","0","37","17","0","0"
"1998-06-20 23:40:00.0","13","0","0","0","42","17","0","0"
"1998-06-20 23:50:00.0","15","0","0","0","44","17","0","0"
"1998-06-21 00:00:00.0","1","0","0","0","54","38","0","0"
"1998-06-21 00:10:00.0","6","0","0","0","37","18","0","0"
"1998-06-21 00:20:00.0","6","0","0","0","37","17","0","0"
"1998-06-21 00:30:00.0","16","0","0","0","45","18","0","0"
"1998-06-21 00:40:00.0","13","0","0","0","43","17","0","0"
"1998-06-21 00:50:00.0","0","0","0","0","31","18","0","0"
"1998-06-21 01:00:00.0","0","0","0","9","40","17","0","0"
"1998-06-21 01:10:00.0","16","0","0","0","46","18","0","0"
"1998-06-21 01:20:00.0","18","0","0","0","47","17","0","0"
"1998-06-21 01:30:00.0","0","0","0","0","32","17","0","0"
"1998-06-21 01:40:00.0","0","0","0","0","31","18","0","0"
"1998-06-21 01:50:00.0","17","0","0","0","47","17","0","0"
"1998-06-21 02:00:00.0","17","0","0","0","46","18","0","0"
